Invoice_ID,PO_Number,Supplier_ID,Invoice_Amount,Currency,Invoice_Date,Description,Department,Requestor,Status
INV-000922,PO-00229,SUP-038,49204.11,EUR,2026-01-27,Security Guard Services - Nov (Shipping/Tax Diff),Operations,User_4,Review Further
INV-000923,PO-00297,SUP-011,30791.44,USD,2025-04-18,Microsoft 365 Enterprise Licenses (Annual),IT,User_10,Approve
INV-000924,,SUP-043,4639.75,USD,2025-08-31,Suspicious Non-PO Request,Finance,User_13,Reject
INV-000925,PO-00216,SUP-035,64933.46,USD,2025-12-27,Security Guard Services - Nov,Operations,User_13,Reject
INV-000926,PO-00096,SUP-017,1841.55,USD,2026-01-30,Monitor 27-inch 4K - Dell UltraSharp,IT,User_15,Approve
INV-000927,PO-00102,SUP-011,23519.18,USD,2025-05-23,Cloud Hosting Services - AWS,IT,User_6,Approve
INV-000928,PO-00191,SUP-010,9895.52,EUR,2025-07-12,Audit Services - FY2025,Finance,User_3,Approve
INV-000929,PO-00177,SUP-009,40752.16,USD,2025-08-07,Cisco Meraki MR56 Access Points (Shipping/Tax Diff),IT,User_5,Review Further
INV-000930,PO-00294,SUP-017,16355.18,USD,2025-11-08,Cloud Hosting Services - AWS (Shipping/Tax Diff),IT,User_6,Review Further
INV-000931,PO-00246,SUP-039,17001.42,GBP,2025-04-01,HVAC Maintenance and Repair,Operations,User_10,Review Further
INV-000932,PO-00164,SUP-038,40715.53,EUR,2025-03-24,Security Guard Services - Nov (Shipping/Tax Diff),Operations,User_6,Review Further
INV-000933,,SUP-038,218.51,USD,2025-11-27,Suspicious Non-PO Request,Operations,User_3,Reject
INV-000934,PO-00001,SUP-029,6010.89,USD,2026-01-17,Unrelated Service Fee,Finance,User_8,Reject
INV-000935,,SUP-008,4791.09,USD,2025-02-27,Suspicious Non-PO Request,IT,User_20,Reject
INV-000936,PO-00270,SUP-014,3850.13,GBP,2025-07-29,Corporate Insurance Premium,Finance,User_13,Review Further
INV-000937,PO-00227,SUP-022,31001.8,EUR,2025-08-26,Bank Transaction Fees (Shipping/Tax Diff),Finance,User_10,Review Further
INV-000938,PO-00185,SUP-016,3566.55,USD,2025-05-08,Office Cleaning Services - Monthly,Operations,User_16,Reject
INV-000939,PO-00181,SUP-002,39638.76,USD,2025-03-12,Q3 Digital Ad Campaign Management,Marketing,User_18,Approve
INV-000940,PO-00232,SUP-007,25742.63,USD,2025-10-16,Software Development Consultation - Q3,IT,User_5,Approve
INV-000941,PO-00096,SUP-017,1841.55,USD,2025-12-23,Monitor 27-inch 4K - Dell UltraSharp,IT,User_15,Approve
INV-000942,,SUP-038,4073.36,USD,2025-04-15,Suspicious Non-PO Request,Operations,User_15,Reject
INV-000943,PO-00146,SUP-014,28114.57,EUR,2025-04-30,Corporate Insurance Premium (Shipping/Tax Diff),Finance,User_15,Review Further
INV-000944,PO-00050,SUP-047,961.12,USD,2025-04-01,Microsoft 365 Enterprise Licenses (Annual),IT,User_18,Approve
INV-000945,PO-00222,SUP-020,11415.66,USD,2025-02-13,Unrelated Service Fee,Operations,User_7,Reject
INV-000946,,SUP-021,398.54,USD,2025-05-22,Suspicious Non-PO Request,Finance,User_15,Reject
INV-000947,,SUP-031,3219.66,USD,2025-02-02,Creative Design for Holiday Campaign,Marketing,User_13,Review Further
INV-000948,PO-00063,SUP-010,39228.13,USD,2025-07-04,Payroll Processing Fees - Oct,Finance,User_9,Approve
INV-000949,PO-00185,SUP-016,3575.26,USD,2025-03-31,Office Cleaning Services - Monthly,Operations,User_16,Reject
INV-000950,PO-00184,SUP-013,3629.24,USD,2026-01-25,Server Rack Maintenance Fee,IT,User_14,Approve
INV-000951,PO-00007,SUP-040,18269.48,USD,2025-04-10,Video Production Services - Promo,Marketing,User_2,Approve
INV-000952,PO-00008,SUP-030,8388.63,USD,2025-10-19,Monitor 27-inch 4K - Dell UltraSharp,IT,User_18,Reject
INV-000953,PO-00203,SUP-043,41990.52,USD,2025-06-25,Corporate Insurance Premium,Finance,User_13,Reject
INV-000954,,SUP-002,2325.21,USD,2025-06-11,Suspicious Non-PO Request,Marketing,User_7,Reject
INV-000955,PO-00020,SUP-050,8626.25,EUR,2025-03-18,HVAC Maintenance and Repair (Shipping/Tax Diff),Operations,User_20,Review Further
INV-000956,PO-00224,SUP-032,25120.57,USD,2025-01-23,Payroll Processing Fees - Oct,Finance,User_5,Approve
INV-000957,PO-00216,SUP-035,48604.61,USD,2025-12-17,Security Guard Services - Nov,Operations,User_13,Approve
INV-000958,,SUP-009,1005.81,USD,2025-11-13,Suspicious Non-PO Request,IT,User_8,Reject
INV-000959,PO-00166,SUP-018,8462.77,USD,2025-09-20,Waste Management Services (Shipping/Tax Diff),Operations,User_6,Review Further
INV-000960,PO-00048,SUP-026,26377.74,USD,2025-11-21,Financial Reporting Software - Seat License,Finance,User_11,Approve
INV-000961,,SUP-030,3949.5,USD,2025-02-04,Microsoft 365 Enterprise Licenses (Annual),IT,User_13,Review Further
INV-000962,PO-00045,SUP-011,29416.79,GBP,2025-03-15,Cisco Meraki MR56 Access Points,IT,User_17,Review Further
INV-000963,,SUP-003,2917.76,USD,2025-02-19,Suspicious Non-PO Request,IT,User_2,Reject
INV-000964,,SUP-005,4540.54,USD,2025-11-26,Suspicious Non-PO Request,Operations,User_2,Reject
INV-000965,,SUP-047,902.63,USD,2025-02-08,Suspicious Non-PO Request,IT,User_10,Reject
INV-000966,,SUP-003,2975.66,USD,2025-03-09,Suspicious Non-PO Request,IT,User_4,Reject
INV-000967,PO-00014,SUP-003,34564.02,USD,2025-12-20,Lenovo ThinkPad X1 Carbon Gen 9,IT,User_2,Approve
INV-000968,PO-00207,SUP-021,13117.04,EUR,2026-02-02,Unrelated Service Fee,Finance,User_3,Reject
INV-000969,PO-00121,SUP-016,30041.14,USD,2025-11-22,Security Guard Services - Nov,Operations,User_10,Approve
INV-000970,PO-00179,SUP-029,37454.69,USD,2025-06-28,Financial Reporting Software - Seat License,Finance,User_15,Approve
INV-000971,PO-00255,SUP-046,51003.46,USD,2025-07-01,Pest Control Quarterly Service (Shipping/Tax Diff),Operations,User_12,Review Further
INV-000972,PO-00088,SUP-039,44704.83,USD,2025-07-20,Security Guard Services - Nov,Operations,User_5,Approve
INV-000973,PO-00266,SUP-046,6531.49,EUR,2025-07-25,Office Supplies - Paper/Pens/Ink,Operations,User_20,Approve
INV-000974,,SUP-045,544.84,USD,2025-12-03,Suspicious Non-PO Request,Marketing,User_20,Reject
INV-000975,,SUP-026,2460.49,USD,2025-01-17,Suspicious Non-PO Request,Finance,User_1,Reject
INV-000976,PO-00117,SUP-024,31766.88,USD,2026-01-19,Server Rack Maintenance Fee (Shipping/Tax Diff),IT,User_14,Review Further
INV-000977,PO-00154,SUP-003,29206.21,USD,2025-12-21,Server Rack Maintenance Fee,IT,User_15,Approve
INV-000978,,SUP-039,2279.57,USD,2025-05-16,Suspicious Non-PO Request,Operations,User_6,Reject
INV-000979,PO-00017,SUP-014,25333.09,USD,2025-12-29,Financial Reporting Software - Seat License (Shipping/Tax Diff),Finance,User_8,Review Further
INV-000980,PO-00005,SUP-036,40566.81,USD,2025-06-21,Audit Services - FY2025,Finance,User_14,Approve
INV-000981,,SUP-002,4933.69,USD,2025-03-03,Suspicious Non-PO Request,Marketing,User_20,Reject
INV-000982,PO-00215,SUP-048,47100.49,EUR,2025-04-30,Corporate Insurance Premium (Shipping/Tax Diff),Finance,User_3,Review Further
INV-000983,,SUP-048,1008.91,USD,2025-03-31,Payroll Processing Fees - Oct,Finance,User_16,Review Further
INV-000984,PO-00003,SUP-038,1974.96,USD,2025-03-13,Office Supplies - Paper/Pens/Ink,Operations,User_17,Approve
INV-000985,PO-00137,SUP-030,34589.56,USD,2025-09-27,Monitor 27-inch 4K - Dell UltraSharp,IT,User_17,Approve
INV-000986,PO-00041,SUP-033,24539.24,EUR,2025-08-13,Unrelated Service Fee,Marketing,User_2,Reject
INV-000987,,SUP-047,309.66,USD,2025-10-16,Suspicious Non-PO Request,IT,User_6,Reject
INV-000988,PO-00141,SUP-044,9483.71,EUR,2025-06-21,Corporate Insurance Premium,Finance,User_16,Approve
INV-000989,PO-00110,SUP-024,24920.46,USD,2025-11-01,Cloud Hosting Services - AWS (Shipping/Tax Diff),IT,User_8,Review Further
INV-000990,PO-00176,SUP-020,2151.54,USD,2025-09-04,Facilities Management Retainer,Operations,User_3,Approve
INV-000991,PO-00082,SUP-014,32974.87,USD,2025-04-26,Audit Services - FY2025,Finance,User_14,Approve
INV-000992,PO-00291,SUP-015,49820.07,EUR,2025-05-18,Cloud Hosting Services - AWS,IT,User_7,Approve
INV-000993,,SUP-009,2946.21,USD,2025-02-10,Cisco Meraki MR56 Access Points,IT,User_14,Review Further
INV-000994,PO-00019,SUP-031,11356.38,EUR,2025-08-11,Google Ads Spend - September,Marketing,User_3,Approve
INV-000995,,SUP-037,3613.12,USD,2025-12-03,Cloud Hosting Services - AWS,IT,User_12,Review Further
INV-000996,,SUP-049,3476.44,USD,2025-02-13,HVAC Maintenance and Repair,Operations,User_9,Review Further
INV-000997,PO-00062,SUP-028,43297.98,EUR,2025-06-06,Cisco Meraki MR56 Access Points,IT,User_1,Approve
INV-000998,,SUP-005,1511.05,USD,2025-04-04,Suspicious Non-PO Request,Operations,User_20,Reject
INV-000999,PO-00149,SUP-044,1176.89,USD,2025-11-19,Payroll Processing Fees - Oct,Finance,User_8,Approve
INV-001000,PO-00195,SUP-025,14225.1,USD,2025-01-29,HVAC Maintenance and Repair,Operations,User_18,Approve
INV-001001,PO-00015,SUP-013,56711.85,USD,2025-02-15,Monitor 27-inch 4K - Dell UltraSharp,IT,User_3,Reject
INV-001002,,SUP-028,2199.53,USD,2025-05-07,Suspicious Non-PO Request,IT,User_19,Reject
INV-001003,PO-00006,SUP-044,8196.24,USD,2025-06-08,Financial Reporting Software - Seat License,Finance,User_3,Approve
INV-001004,,SUP-039,2379.73,USD,2025-09-29,Suspicious Non-PO Request,Operations,User_2,Reject
INV-001005,PO-00022,SUP-019,36175.73,GBP,2026-01-26,Breakroom Snacks and Coffee,Operations,User_4,Review Further
INV-001006,PO-00026,SUP-016,46490.38,USD,2025-03-13,Breakroom Snacks and Coffee,Operations,User_2,Approve
INV-001007,PO-00280,SUP-026,36490.53,EUR,2025-03-11,Audit Services - FY2025,Finance,User_20,Approve
INV-001008,,SUP-005,1514.16,USD,2025-12-11,Suspicious Non-PO Request,Operations,User_3,Reject
INV-001009,PO-00065,SUP-002,17808.09,GBP,2025-10-14,SEO Optimization Services,Marketing,User_1,Review Further
INV-001010,,SUP-033,2301.46,USD,2025-03-25,Suspicious Non-PO Request,Marketing,User_13,Reject
INV-001011,PO-00081,SUP-038,36058.12,EUR,2025-06-03,Waste Management Services,Operations,User_13,Approve
INV-001012,,SUP-048,3155.16,USD,2025-07-30,Corporate Insurance Premium,Finance,User_11,Review Further
INV-001013,PO-00071,SUP-014,583.72,USD,2025-10-04,Corporate Insurance Premium,Finance,User_12,Approve
INV-001014,PO-00058,SUP-006,29792.55,USD,2025-09-11,Security Guard Services - Nov (Shipping/Tax Diff),Operations,User_5,Review Further
INV-001015,PO-00192,SUP-016,32154.9,USD,2026-01-21,Office Cleaning Services - Monthly,Operations,User_11,Approve
INV-001016,PO-00248,SUP-022,39687.27,USD,2026-01-03,Tax Consultation Fees,Finance,User_14,Approve
INV-001017,PO-00031,SUP-012,3884.9,USD,2025-06-14,Dell Latitude 5520 Laptop (Count: 5) (Shipping/Tax Diff),IT,User_19,Review Further
INV-001018,PO-00239,SUP-015,27057.01,USD,2025-12-06,Server Rack Maintenance Fee (Shipping/Tax Diff),IT,User_15,Review Further
INV-001019,,SUP-043,612.11,USD,2025-09-15,Bank Transaction Fees,Finance,User_19,Review Further
INV-001020,PO-00062,SUP-028,43297.98,EUR,2025-06-07,Cisco Meraki MR56 Access Points,IT,User_1,Approve
INV-001021,PO-00023,SUP-024,8767.93,USD,2025-09-17,Dell Latitude 5520 Laptop (Count: 5) (Shipping/Tax Diff),IT,User_17,Review Further
INV-001022,PO-00044,SUP-045,11276.19,USD,2025-07-18,Q3 Digital Ad Campaign Management,Marketing,User_11,Approve
INV-001023,PO-00163,SUP-030,31742.47,USD,2025-06-18,Cloud Hosting Services - AWS,IT,User_3,Approve
INV-001024,PO-00269,SUP-002,13413.56,USD,2025-08-26,Email Marketing Platform Subscription (Shipping/Tax Diff),Marketing,User_3,Review Further
INV-001025,PO-00092,SUP-030,15281.33,EUR,2025-07-18,Unrelated Service Fee,IT,User_18,Reject
INV-001026,,SUP-001,4425.7,USD,2025-02-27,Suspicious Non-PO Request,Operations,User_3,Reject
INV-001027,,SUP-021,4785.3,USD,2025-03-10,Financial Reporting Software - Seat License,Finance,User_6,Review Further
INV-001028,,SUP-004,794.97,USD,2025-04-28,Office Cleaning Services - Monthly,Operations,User_17,Review Further
INV-001029,PO-00271,SUP-002,34118.11,USD,2025-03-06,Video Production Services - Promo (Shipping/Tax Diff),Marketing,User_1,Review Further
INV-001030,PO-00099,SUP-006,23780.19,USD,2025-03-09,Office Cleaning Services - Monthly,Operations,User_8,Approve
INV-001031,,SUP-044,4365.38,USD,2025-05-12,Suspicious Non-PO Request,Finance,User_17,Reject
INV-001032,PO-00020,SUP-050,8664.99,EUR,2025-04-23,HVAC Maintenance and Repair (Shipping/Tax Diff),Operations,User_20,Review Further
INV-001033,PO-00074,SUP-031,8544.66,EUR,2025-11-02,Email Marketing Platform Subscription,Marketing,User_6,Reject
INV-001034,PO-00063,SUP-010,39228.13,USD,2025-07-20,Payroll Processing Fees - Oct,Finance,User_9,Approve
INV-001035,,SUP-008,1890.92,USD,2025-06-10,Suspicious Non-PO Request,IT,User_2,Reject
INV-001036,PO-00044,SUP-045,11276.19,USD,2025-06-25,Q3 Digital Ad Campaign Management,Marketing,User_11,Approve
INV-001037,PO-00041,SUP-033,24539.24,EUR,2025-08-22,SEO Optimization Services,Marketing,User_2,Approve
INV-001038,PO-00185,SUP-016,2902.97,USD,2025-04-11,Office Cleaning Services - Monthly (Shipping/Tax Diff),Operations,User_16,Review Further
INV-001039,,SUP-028,4969.18,USD,2025-11-04,Server Rack Maintenance Fee,IT,User_5,Review Further
INV-001040,,SUP-019,2834.31,USD,2025-01-31,Facilities Management Retainer,Operations,User_11,Review Further
INV-001041,PO-00090,SUP-048,32626.49,USD,2025-07-04,Payroll Processing Fees - Oct,Finance,User_7,Reject
INV-001042,PO-00273,SUP-031,2694.62,USD,2025-04-02,Video Production Services - Promo,Marketing,User_15,Approve
INV-001043,PO-00067,SUP-013,50847.59,USD,2025-09-10,Software Development Consultation - Q3,IT,User_4,Reject
INV-001044,PO-00285,SUP-041,7567.58,USD,2025-02-17,Server Rack Maintenance Fee,IT,User_5,Approve
INV-001045,PO-00058,SUP-006,28264.89,USD,2025-09-26,Security Guard Services - Nov,Operations,User_5,Approve
INV-001046,PO-00227,SUP-022,31659.39,EUR,2025-09-12,Bank Transaction Fees (Shipping/Tax Diff),Finance,User_10,Review Further
INV-001047,PO-00055,SUP-034,31894.78,USD,2026-01-09,Cloud Hosting Services - AWS,IT,User_9,Review Further
INV-001048,PO-00047,SUP-007,12687.66,USD,2025-11-03,Dell Latitude 5520 Laptop (Count: 5),IT,User_14,Approve
INV-001049,PO-00201,SUP-050,50181.23,USD,2025-09-20,Waste Management Services,Operations,User_16,Reject
INV-001050,PO-00146,SUP-014,26162.75,EUR,2025-05-24,Corporate Insurance Premium,Finance,User_15,Approve
INV-001051,,SUP-030,4681.54,USD,2025-06-05,Dell Latitude 5520 Laptop (Count: 5),IT,User_7,Review Further
INV-001052,PO-00027,SUP-001,47374.0,USD,2025-12-03,Security Guard Services - Nov,Operations,User_3,Review Further
INV-001053,PO-00021,SUP-048,19390.15,USD,2025-09-07,Payroll Processing Fees - Oct,Finance,User_18,Approve
INV-001054,PO-00055,SUP-034,31894.78,EUR,2026-01-24,Unrelated Service Fee,IT,User_9,Reject
INV-001055,PO-00038,SUP-044,24280.05,USD,2025-10-16,Payroll Processing Fees - Oct (Shipping/Tax Diff),Finance,User_9,Review Further
INV-001056,,SUP-010,1789.21,USD,2025-08-30,Audit Services - FY2025,Finance,User_18,Review Further
INV-001057,PO-00092,SUP-030,16383.5,EUR,2025-07-24,Monitor 27-inch 4K - Dell UltraSharp (Shipping/Tax Diff),IT,User_18,Review Further
INV-001058,PO-00039,SUP-025,64093.3,EUR,2025-05-30,Security Guard Services - Nov,Operations,User_18,Reject
INV-001059,PO-00155,SUP-023,18729.42,EUR,2025-10-22,Corporate Insurance Premium (Shipping/Tax Diff),Finance,User_15,Review Further
INV-001060,PO-00047,SUP-007,12687.66,USD,2025-12-09,Dell Latitude 5520 Laptop (Count: 5),IT,User_14,Approve
INV-001061,PO-00239,SUP-015,25599.86,USD,2025-12-11,Server Rack Maintenance Fee,IT,User_15,Approve
INV-001062,PO-00119,SUP-030,6472.47,USD,2025-05-24,Lenovo ThinkPad X1 Carbon Gen 9,IT,User_4,Approve
INV-001063,PO-00130,SUP-016,32420.59,USD,2025-02-25,Security Guard Services - Nov (Shipping/Tax Diff),Operations,User_7,Review Further
INV-001064,PO-00282,SUP-009,22572.83,USD,2025-07-21,Monitor 27-inch 4K - Dell UltraSharp,IT,User_15,Approve
INV-001065,,SUP-029,4139.93,USD,2025-11-09,Suspicious Non-PO Request,Finance,User_10,Reject
INV-001066,PO-00268,SUP-040,36067.94,EUR,2025-05-18,Creative Design for Holiday Campaign,Marketing,User_1,Approve
INV-001067,,SUP-041,1535.84,USD,2025-12-07,Suspicious Non-PO Request,IT,User_16,Reject
INV-001068,PO-00147,SUP-029,13719.28,USD,2025-05-30,Tax Consultation Fees,Finance,User_15,Approve
INV-001069,PO-00147,SUP-029,14929.81,USD,2025-05-30,Tax Consultation Fees (Shipping/Tax Diff),Finance,User_15,Review Further
INV-001070,PO-00154,SUP-003,29206.21,USD,2025-12-04,Server Rack Maintenance Fee,IT,User_15,Approve
INV-001071,PO-00130,SUP-016,30676.73,GBP,2025-03-26,Security Guard Services - Nov,Operations,User_7,Review Further
INV-001072,PO-00107,SUP-014,18843.26,USD,2026-01-11,Unrelated Service Fee,Finance,User_1,Reject
INV-001073,PO-00033,SUP-049,43051.95,GBP,2025-02-10,Security Guard Services - Nov,Operations,User_9,Review Further
INV-001074,PO-00249,SUP-046,1402.41,USD,2025-08-17,Breakroom Snacks and Coffee,Operations,User_7,Approve
INV-001075,PO-00148,SUP-021,1929.04,USD,2025-03-28,Bank Transaction Fees,Finance,User_6,Approve
INV-001076,,SUP-031,1837.76,USD,2025-12-05,Q3 Digital Ad Campaign Management,Marketing,User_12,Review Further
INV-001077,PO-00029,SUP-016,30414.94,USD,2025-12-02,Office Supplies - Paper/Pens/Ink,Operations,User_10,Reject
INV-001078,PO-00061,SUP-048,5957.83,EUR,2026-01-11,Corporate Insurance Premium (Shipping/Tax Diff),Finance,User_20,Review Further
INV-001079,PO-00277,SUP-020,19701.46,USD,2025-07-24,Office Cleaning Services - Monthly (Shipping/Tax Diff),Operations,User_9,Review Further
INV-001080,PO-00123,SUP-001,29486.26,EUR,2025-02-19,HVAC Maintenance and Repair (Shipping/Tax Diff),Operations,User_4,Review Further
INV-001081,PO-00066,SUP-040,16748.97,USD,2025-09-07,Social Media Content Creation - Oct,Marketing,User_12,Approve
INV-001082,PO-00279,SUP-023,30732.52,USD,2025-05-22,Payroll Processing Fees - Oct,Finance,User_17,Reject
INV-001083,,SUP-044,982.66,USD,2025-10-27,Suspicious Non-PO Request,Finance,User_20,Reject
INV-001084,PO-00131,SUP-045,4915.6,USD,2025-12-26,SEO Optimization Services (Shipping/Tax Diff),Marketing,User_18,Review Further
INV-001085,PO-00279,SUP-023,29972.5,USD,2025-04-21,Payroll Processing Fees - Oct,Finance,User_17,Reject
INV-001086,PO-00223,SUP-020,38483.8,USD,2025-05-26,Breakroom Snacks and Coffee,Operations,User_11,Approve
INV-001087,,SUP-046,2237.59,USD,2025-11-15,Facilities Management Retainer,Operations,User_17,Review Further
INV-001088,PO-00282,SUP-009,23846.74,USD,2025-08-03,Monitor 27-inch 4K - Dell UltraSharp (Shipping/Tax Diff),IT,User_15,Review Further
INV-001089,,SUP-049,1171.54,USD,2025-03-19,Suspicious Non-PO Request,Operations,User_7,Reject
INV-001090,PO-00237,SUP-018,18834.05,USD,2025-03-14,Security Guard Services - Nov (Shipping/Tax Diff),Operations,User_15,Review Further
INV-001091,PO-00254,SUP-040,37743.36,USD,2025-06-15,Conference Sponsorship - TechSummit,Marketing,User_18,Approve
INV-001092,,SUP-012,3315.95,USD,2025-11-13,Server Rack Maintenance Fee,IT,User_2,Review Further
INV-001093,,SUP-028,377.92,USD,2025-12-21,Suspicious Non-PO Request,IT,User_1,Reject
INV-001094,PO-00232,SUP-007,25742.63,USD,2025-10-25,Software Development Consultation - Q3,IT,User_5,Approve
INV-001095,,SUP-049,1790.09,USD,2025-03-01,Suspicious Non-PO Request,Operations,User_5,Reject
INV-001096,PO-00072,SUP-018,47469.29,USD,2025-03-23,Facilities Management Retainer,Operations,User_4,Approve
INV-001097,PO-00230,SUP-050,31232.89,EUR,2025-10-02,Security Guard Services - Nov (Shipping/Tax Diff),Operations,User_10,Review Further
INV-001098,PO-00233,SUP-050,8510.04,USD,2025-03-18,Office Supplies - Paper/Pens/Ink (Shipping/Tax Diff),Operations,User_20,Review Further
INV-001099,PO-00138,SUP-024,22169.06,USD,2025-09-30,Dell Latitude 5520 Laptop (Count: 5),IT,User_11,Review Further
INV-001100,PO-00276,SUP-012,20212.09,USD,2025-11-04,Unrelated Service Fee,IT,User_2,Reject
INV-001101,PO-00158,SUP-046,52982.74,USD,2025-10-06,HVAC Maintenance and Repair (Shipping/Tax Diff),Operations,User_4,Review Further
INV-001102,PO-00230,SUP-050,39432.98,EUR,2025-09-21,Security Guard Services - Nov,Operations,User_10,Reject
INV-001103,,SUP-001,4923.83,USD,2025-03-18,Suspicious Non-PO Request,Operations,User_15,Reject
INV-001104,PO-00090,SUP-048,27359.25,USD,2025-07-21,Payroll Processing Fees - Oct,Finance,User_7,Approve
INV-001105,PO-00176,SUP-020,2151.54,USD,2025-09-17,Facilities Management Retainer,Operations,User_3,Approve
INV-001106,PO-00281,SUP-022,15041.44,USD,2025-11-19,Audit Services - FY2025,Finance,User_11,Approve
INV-001107,PO-00059,SUP-027,41812.45,USD,2025-03-02,Corporate Insurance Premium,Finance,User_14,Approve
INV-001108,,SUP-050,2066.05,USD,2025-08-21,Suspicious Non-PO Request,Operations,User_7,Reject
INV-001109,PO-00218,SUP-002,5432.23,USD,2025-12-29,Q3 Digital Ad Campaign Management,Marketing,User_6,Reject
INV-001110,PO-00085,SUP-024,21623.67,USD,2025-10-28,Server Rack Maintenance Fee,IT,User_16,Approve
INV-001111,PO-00273,SUP-031,2882.54,USD,2025-05-07,Video Production Services - Promo (Shipping/Tax Diff),Marketing,User_15,Review Further
INV-001112,PO-00086,SUP-049,37712.95,EUR,2025-06-06,Breakroom Snacks and Coffee,Operations,User_8,Approve
INV-001113,,SUP-016,4877.28,USD,2025-07-06,Waste Management Services,Operations,User_7,Review Further
INV-001114,PO-00067,SUP-013,37060.75,USD,2025-09-13,Software Development Consultation - Q3 (Shipping/Tax Diff),IT,User_4,Review Further
INV-001115,PO-00057,SUP-044,32037.11,GBP,2025-04-16,Financial Reporting Software - Seat License,Finance,User_15,Review Further
INV-001116,PO-00288,SUP-043,28909.13,GBP,2025-03-26,Corporate Insurance Premium,Finance,User_13,Review Further
INV-001117,PO-00164,SUP-038,38138.3,EUR,2025-04-04,Security Guard Services - Nov,Operations,User_6,Approve
INV-001118,,SUP-005,1290.91,USD,2025-09-25,HVAC Maintenance and Repair,Operations,User_8,Review Further
INV-001119,PO-00229,SUP-038,53363.81,EUR,2026-01-14,Security Guard Services - Nov,Operations,User_4,Reject
INV-001120,PO-00006,SUP-044,8860.94,USD,2025-06-12,Financial Reporting Software - Seat License (Shipping/Tax Diff),Finance,User_3,Review Further
INV-001121,PO-00200,SUP-017,2844.03,EUR,2025-12-24,Cloud Hosting Services - AWS (Shipping/Tax Diff),IT,User_1,Review Further
INV-001122,,SUP-039,3327.36,USD,2025-09-22,Suspicious Non-PO Request,Operations,User_17,Reject
INV-001123,PO-00212,SUP-034,19403.27,USD,2025-04-07,Software Development Consultation - Q3 (Shipping/Tax Diff),IT,User_9,Review Further
INV-001124,PO-00254,SUP-040,37743.36,USD,2025-07-07,Conference Sponsorship - TechSummit,Marketing,User_18,Approve
INV-001125,PO-00218,SUP-002,4705.37,USD,2025-12-15,Q3 Digital Ad Campaign Management,Marketing,User_6,Approve
INV-001126,,SUP-029,925.5,USD,2025-12-17,Bank Transaction Fees,Finance,User_10,Review Further
INV-001127,PO-00274,SUP-035,9522.76,USD,2025-12-28,HVAC Maintenance and Repair,Operations,User_15,Approve
INV-001128,PO-00158,SUP-046,48258.81,USD,2025-11-07,HVAC Maintenance and Repair,Operations,User_4,Approve
INV-001129,PO-00248,SUP-022,42603.92,USD,2026-01-14,Tax Consultation Fees (Shipping/Tax Diff),Finance,User_14,Review Further
INV-001130,PO-00103,SUP-049,51807.44,USD,2025-12-15,Security Guard Services - Nov (Shipping/Tax Diff),Operations,User_10,Review Further
INV-001131,PO-00098,SUP-013,38180.87,USD,2025-07-24,Monitor 27-inch 4K - Dell UltraSharp,IT,User_14,Approve
INV-001132,PO-00080,SUP-039,30758.06,EUR,2025-09-17,Security Guard Services - Nov,Operations,User_14,Approve
INV-001133,,SUP-005,1863.73,USD,2025-11-08,Suspicious Non-PO Request,Operations,User_1,Reject
INV-001134,PO-00233,SUP-050,9064.44,USD,2025-03-23,Office Supplies - Paper/Pens/Ink,Operations,User_20,Reject
INV-001135,,SUP-006,3258.01,USD,2025-11-13,Suspicious Non-PO Request,Operations,User_3,Reject
INV-001136,,SUP-013,890.41,USD,2025-10-16,Suspicious Non-PO Request,IT,User_11,Reject
INV-001137,PO-00298,SUP-032,26521.93,GBP,2025-10-04,Payroll Processing Fees - Oct,Finance,User_5,Review Further
INV-001138,,SUP-047,2375.01,USD,2025-01-25,Suspicious Non-PO Request,IT,User_11,Reject
INV-001139,PO-00185,SUP-016,2744.67,USD,2025-04-27,Office Cleaning Services - Monthly,Operations,User_16,Approve
INV-001140,,SUP-042,3391.8,USD,2025-07-05,Facilities Management Retainer,Operations,User_16,Review Further
INV-001141,,SUP-050,4848.67,USD,2025-04-27,Suspicious Non-PO Request,Operations,User_16,Reject
INV-001142,PO-00143,SUP-039,20876.43,USD,2025-07-05,Pest Control Quarterly Service,Operations,User_13,Approve
INV-001143,,SUP-035,2888.93,USD,2025-05-09,Suspicious Non-PO Request,Operations,User_20,Reject
INV-001144,PO-00029,SUP-016,23124.96,USD,2025-12-24,Office Supplies - Paper/Pens/Ink (Shipping/Tax Diff),Operations,User_10,Review Further
INV-001145,PO-00057,SUP-044,32037.11,USD,2025-03-26,Financial Reporting Software - Seat License,Finance,User_15,Approve
INV-001146,PO-00094,SUP-038,1936.73,EUR,2025-10-09,Facilities Management Retainer,Operations,User_6,Approve
INV-001147,PO-00075,SUP-015,16476.58,USD,2025-12-11,Dell Latitude 5520 Laptop (Count: 5) (Shipping/Tax Diff),IT,User_10,Review Further
INV-001148,PO-00275,SUP-036,11464.22,USD,2025-07-24,Tax Consultation Fees (Shipping/Tax Diff),Finance,User_11,Review Further
INV-001149,PO-00099,SUP-006,29119.64,USD,2025-03-26,Office Cleaning Services - Monthly,Operations,User_8,Reject
INV-001150,,SUP-016,3207.74,USD,2025-11-24,Suspicious Non-PO Request,Operations,User_14,Reject
INV-001151,PO-00058,SUP-006,28264.89,USD,2025-08-30,Security Guard Services - Nov,Operations,User_5,Approve
